id_venda;sk_cliente;sk_produto;canal_venda;campanha;data_venda;quantidade;desconto
442;96;108;instagram;24 horas pela metade do preço;2024-01-07;1;0.5
443;72;105;site;sem campanha;2024-01-18;1;0.0
444;99;100;loja;24 horas pela metade do preço;2024-01-13;1;0.5
445;78;103;loja;compre dois e leve 3;2024-01-11;2;0.0
446;57;108;loja;24 horas pela metade do preço;2024-01-07;1;0.5
447;5;106;loja;sem campanha;2024-01-13;1;0.0
448;25;102;whatsapp;24 horas pela metade do preço;2024-01-17;1;0.5
449;76;100;loja;compre dois e leve 3;2024-01-15;2;0.0
450;2;106;whatsapp;compre dois e leve 3;2024-01-21;2;0.0
451;58;100;instagram;sem campanha;2024-01-14;1;0.0
452;3;103;site;compre dois e leve 3;2024-01-19;2;0.0
453;87;104;instagram;24 horas pela metade do preço;2024-01-23;1;0.5
454;29;100;loja;sem campanha;2024-01-27;1;0.0
455;84;103;loja;sem campanha;2024-01-21;1;0.0
456;68;100;site;compre dois e leve 3;2024-01-25;2;0.0
457;50;101;site;compre dois e leve 3;2024-01-04;2;0.0
458;58;100;site;sem campanha;2024-01-11;1;0.0
459;29;102;instagram;24 horas pela metade do preço;2024-01-17;1;0.5
460;79;108;loja;sem campanha;2024-01-15;1;0.0
461;5;103;whatsapp;sem campanha;2024-01-24;1;0.0
462;84;100;whatsapp;compre dois e leve 3;2024-01-15;2;0.0
463;67;106;loja;compre dois e leve 3;2024-01-22;2;0.0
464;68;108;whatsapp;24 horas pela metade do preço;2024-01-02;1;0.5
465;91;103;instagram;sem campanha;2024-01-14;1;0.0
466;21;108;site;compre dois e leve 3;2024-01-23;2;0.0
467;59;100;instagram;24 horas pela metade do preço;2024-01-07;1;0.5
468;77;108;site;sem campanha;2024-01-12;1;0.0
469;34;103;site;24 horas pela metade do preço;2024-01-08;1;0.5
470;87;107;whatsapp;24 horas pela metade do preço;2024-01-25;1;0.5
471;54;100;site;24 horas pela metade do preço;2024-01-20;1;0.5
472;50;105;loja;sem campanha;2024-01-26;1;0.0
473;43;104;instagram;sem campanha;2024-01-02;1;0.0
474;62;103;site;sem campanha;2024-01-08;1;0.0
475;15;104;site;sem campanha;2024-01-11;1;0.0
476;39;101;instagram;sem campanha;2024-01-09;1;0.0
477;19;102;loja;24 horas pela metade do preço;2024-01-14;1;0.5
478;89;101;loja;sem campanha;2024-01-20;1;0.0
479;91;107;site;sem campanha;2024-01-13;1;0.0
480;29;101;site;sem campanha;2024-01-12;1;0.0
481;59;101;whatsapp;sem campanha;2024-01-02;1;0.0
482;57;103;loja;sem campanha;2024-01-25;1;0.0
483;95;103;loja;sem campanha;2024-01-12;1;0.0
484;83;105;site;sem campanha;2024-01-13;1;0.0
485;36;100;site;sem campanha;2024-01-26;1;0.0
486;65;105;whatsapp;compre dois e leve 3;2024-01-26;2;0.0
487;98;105;loja;sem campanha;2024-01-15;1;0.0
488;52;106;whatsapp;sem campanha;2024-01-07;1;0.0
489;97;101;loja;24 horas pela metade do preço;2024-01-24;1;0.5
490;68;101;whatsapp;sem campanha;2024-01-17;1;0.0
491;79;102;whatsapp;compre dois e leve 3;2024-01-17;2;0.0
492;15;100;loja;sem campanha;2024-01-18;1;0.0
493;67;100;site;sem campanha;2024-01-01;1;0.0
494;24;102;whatsapp;24 horas pela metade do preço;2024-01-16;1;0.5
495;79;106;site;sem campanha;2024-01-24;1;0.0
496;22;107;whatsapp;24 horas pela metade do preço;2024-01-23;1;0.5
497;3;107;loja;compre dois e leve 3;2024-01-09;2;0.0
498;77;105;loja;compre dois e leve 3;2024-01-25;2;0.0
499;82;104;loja;24 horas pela metade do preço;2024-01-01;1;0.5
500;89;105;instagram;sem campanha;2024-01-12;1;0.0
501;40;101;instagram;compre dois e leve 3;2024-01-26;2;0.0
502;6;101;loja;compre dois e leve 3;2024-01-09;2;0.0
503;96;103;site;sem campanha;2024-01-02;1;0.0
504;45;100;site;compre dois e leve 3;2024-01-08;2;0.0
505;24;101;whatsapp;compre dois e leve 3;2024-01-12;2;0.0
506;87;100;site;sem campanha;2024-01-21;1;0.0
507;67;104;whatsapp;sem campanha;2024-01-26;1;0.0
508;93;101;site;sem campanha;2024-01-22;1;0.0
509;59;105;instagram;sem campanha;2024-01-24;1;0.0
510;81;108;loja;24 horas pela metade do preço;2024-01-07;1;0.5
511;33;105;whatsapp;sem campanha;2024-01-10;1;0.0
512;88;101;loja;compre dois e leve 3;2024-01-26;2;0.0
513;28;103;instagram;sem campanha;2024-01-14;1;0.0
514;57;101;instagram;sem campanha;2024-01-03;1;0.0
515;15;104;site;24 horas pela metade do preço;2024-01-08;1;0.5
516;20;102;site;compre dois e leve 3;2024-01-21;2;0.0
517;83;103;instagram;sem campanha;2024-01-06;1;0.0
518;39;107;loja;sem campanha;2024-01-21;1;0.0
519;39;102;loja;compre dois e leve 3;2024-01-09;2;0.0
520;83;102;site;sem campanha;2024-01-05;1;0.0
521;21;101;loja;compre dois e leve 3;2024-01-10;2;0.0
522;99;104;whatsapp;sem campanha;2024-01-26;1;0.0
523;82;106;whatsapp;sem campanha;2024-01-25;1;0.0
524;14;107;whatsapp;compre dois e leve 3;2024-01-06;2;0.0
525;61;108;loja;sem campanha;2024-01-03;1;0.0
526;1;102;instagram;sem campanha;2024-01-21;1;0.0
527;42;108;site;24 horas pela metade do preço;2024-01-27;1;0.5
528;26;108;site;24 horas pela metade do preço;2024-01-14;1;0.5
529;39;107;site;sem campanha;2024-01-21;1;0.0
530;81;107;loja;sem campanha;2024-01-20;1;0.0
531;84;102;site;sem campanha;2024-01-14;1;0.0
532;88;105;whatsapp;sem campanha;2024-01-19;1;0.0
533;87;100;instagram;24 horas pela metade do preço;2024-01-27;1;0.5
534;65;106;whatsapp;24 horas pela metade do preço;2024-01-08;1;0.5
535;77;102;whatsapp;24 horas pela metade do preço;2024-01-14;1;0.5
536;43;106;loja;sem campanha;2024-01-18;1;0.0
537;31;105;instagram;compre dois e leve 3;2024-01-11;2;0.0
538;63;104;instagram;compre dois e leve 3;2024-01-07;2;0.0
539;41;107;whatsapp;compre dois e leve 3;2024-01-25;2;0.0
540;54;106;site;24 horas pela metade do preço;2024-01-18;1;0.5
541;93;107;site;sem campanha;2024-01-24;1;0.0
542;12;103;instagram;sem campanha;2024-01-04;1;0.0
543;64;101;loja;24 horas pela metade do preço;2024-01-12;1;0.5
544;54;106;site;24 horas pela metade do preço;2024-01-09;1;0.5
545;51;107;whatsapp;sem campanha;2024-01-13;1;0.0
546;80;108;instagram;sem campanha;2024-01-08;1;0.0
547;39;105;whatsapp;compre dois e leve 3;2024-01-25;2;0.0
548;79;101;loja;sem campanha;2024-01-09;1;0.0
549;21;103;instagram;sem campanha;2024-01-14;1;0.0
550;90;100;whatsapp;sem campanha;2024-01-02;1;0.0
551;48;105;loja;compre dois e leve 3;2024-01-01;2;0.0
552;50;107;whatsapp;compre dois e leve 3;2024-01-05;2;0.0
553;28;108;instagram;sem campanha;2024-01-07;1;0.0
554;59;108;site;sem campanha;2024-01-09;1;0.0
555;29;106;site;sem campanha;2024-01-17;1;0.0
556;93;105;whatsapp;sem campanha;2024-01-06;1;0.0
557;80;104;site;sem campanha;2024-01-22;1;0.0
558;17;102;loja;compre dois e leve 3;2024-01-22;2;0.0
559;53;107;instagram;sem campanha;2024-01-03;1;0.0
560;58;107;site;sem campanha;2024-01-23;1;0.0
561;5;108;loja;compre dois e leve 3;2024-01-15;2;0.0
562;98;103;loja;compre dois e leve 3;2024-01-13;2;0.0
563;26;108;whatsapp;sem campanha;2024-01-13;1;0.0
564;31;106;site;sem campanha;2024-01-08;1;0.0
565;73;101;whatsapp;24 horas pela metade do preço;2024-01-02;1;0.5
566;25;100;instagram;compre dois e leve 3;2024-01-26;2;0.0
567;26;100;whatsapp;24 horas pela metade do preço;2024-01-21;1;0.5
568;87;101;loja;24 horas pela metade do preço;2024-01-15;1;0.5
569;81;102;instagram;24 horas pela metade do preço;2024-01-02;1;0.5
570;96;102;whatsapp;sem campanha;2024-01-21;1;0.0
571;34;103;instagram;compre dois e leve 3;2024-01-13;2;0.0
572;9;100;loja;sem campanha;2024-01-12;1;0.0
573;74;104;instagram;sem campanha;2024-01-04;1;0.0
574;57;100;whatsapp;sem campanha;2024-01-12;1;0.0
575;87;103;instagram;24 horas pela metade do preço;2024-01-18;1;0.5
576;74;101;instagram;24 horas pela metade do preço;2024-01-25;1;0.5
577;74;100;whatsapp;compre dois e leve 3;2024-01-19;2;0.0
578;13;107;site;sem campanha;2024-01-08;1;0.0
579;47;107;site;24 horas pela metade do preço;2024-01-08;1;0.5
580;70;102;instagram;24 horas pela metade do preço;2024-01-02;1;0.5
581;28;105;instagram;sem campanha;2024-01-22;1;0.0
582;92;106;loja;24 horas pela metade do preço;2024-01-08;1;0.5
583;9;107;instagram;24 horas pela metade do preço;2024-01-08;1;0.5
584;25;104;instagram;compre dois e leve 3;2024-01-06;2;0.0
585;16;101;whatsapp;compre dois e leve 3;2024-01-20;2;0.0
586;6;103;instagram;24 horas pela metade do preço;2024-01-11;1;0.5
587;77;100;loja;24 horas pela metade do preço;2024-01-07;1;0.5
588;60;105;instagram;24 horas pela metade do preço;2024-01-20;1;0.5
589;53;107;whatsapp;24 horas pela metade do preço;2024-01-18;1;0.5
590;60;100;instagram;compre dois e leve 3;2024-01-17;2;0.0
591;88;103;site;sem campanha;2024-01-09;1;0.0
592;61;107;loja;compre dois e leve 3;2024-01-07;2;0.0
593;5;107;site;24 horas pela metade do preço;2024-01-12;1;0.5
594;65;104;site;24 horas pela metade do preço;2024-01-10;1;0.5
595;14;100;instagram;24 horas pela metade do preço;2024-01-22;1;0.5
596;59;102;loja;sem campanha;2024-01-12;1;0.0
597;64;106;whatsapp;24 horas pela metade do preço;2024-01-27;1;0.5
598;70;105;site;24 horas pela metade do preço;2024-01-21;1;0.5
599;90;105;instagram;compre dois e leve 3;2024-01-04;2;0.0
600;60;108;instagram;sem campanha;2024-01-09;1;0.0
601;50;103;loja;sem campanha;2024-01-22;1;0.0
602;32;106;site;24 horas pela metade do preço;2024-01-15;1;0.5
603;73;108;loja;sem campanha;2024-01-22;1;0.0
604;86;107;whatsapp;compre dois e leve 3;2024-01-26;2;0.0
605;12;101;site;compre dois e leve 3;2024-01-10;2;0.0
606;35;106;instagram;sem campanha;2024-01-25;1;0.0
607;71;102;whatsapp;sem campanha;2024-01-09;1;0.0
608;81;103;site;compre dois e leve 3;2024-01-19;2;0.0
609;82;101;whatsapp;compre dois e leve 3;2024-01-15;2;0.0
610;25;105;whatsapp;compre dois e leve 3;2024-01-18;2;0.0
611;99;102;site;compre dois e leve 3;2024-01-23;2;0.0
612;46;102;site;sem campanha;2024-01-17;1;0.0
613;44;102;site;sem campanha;2024-01-11;1;0.0
614;50;100;site;compre dois e leve 3;2024-01-01;2;0.0
615;19;107;instagram;sem campanha;2024-01-21;1;0.0
616;35;107;loja;sem campanha;2024-01-17;1;0.0
617;66;104;site;24 horas pela metade do preço;2024-01-17;1;0.5
618;47;100;site;24 horas pela metade do preço;2024-01-08;1;0.5
619;29;106;whatsapp;sem campanha;2024-01-18;1;0.0
620;18;104;whatsapp;sem campanha;2024-01-24;1;0.0
621;59;102;instagram;sem campanha;2024-01-24;1;0.0
622;90;108;loja;sem campanha;2024-01-13;1;0.0
623;38;104;whatsapp;sem campanha;2024-01-08;1;0.0
624;97;100;whatsapp;sem campanha;2024-01-21;1;0.0
625;57;107;site;sem campanha;2024-01-12;1;0.0
626;63;103;site;sem campanha;2024-01-03;1;0.0
627;78;104;instagram;compre dois e leve 3;2024-01-13;2;0.0
628;9;105;loja;sem campanha;2024-01-24;1;0.0
629;61;101;instagram;24 horas pela metade do preço;2024-01-15;1;0.5
630;45;102;loja;sem campanha;2024-01-24;1;0.0
631;52;104;site;compre dois e leve 3;2024-01-19;2;0.0
632;84;101;site;compre dois e leve 3;2024-01-08;2;0.0
633;7;108;instagram;compre dois e leve 3;2024-01-22;2;0.0
634;44;106;whatsapp;sem campanha;2024-01-04;1;0.0
635;69;105;loja;compre dois e leve 3;2024-01-20;2;0.0
636;57;108;whatsapp;sem campanha;2024-01-11;1;0.0
637;35;105;whatsapp;sem campanha;2024-01-05;1;0.0
638;1;108;loja;compre dois e leve 3;2024-01-19;2;0.0
639;20;100;instagram;sem campanha;2024-01-20;1;0.0
640;96;102;instagram;sem campanha;2024-01-27;1;0.0
641;40;101;site;sem campanha;2024-01-01;1;0.0
642;45;103;site;compre dois e leve 3;2024-01-26;2;0.0
643;15;103;instagram;24 horas pela metade do preço;2024-01-15;1;0.5
644;22;106;whatsapp;sem campanha;2024-01-21;1;0.0
645;82;105;instagram;sem campanha;2024-01-16;1;0.0
646;37;103;loja;sem campanha;2024-01-27;1;0.0
647;84;106;whatsapp;sem campanha;2024-01-13;1;0.0
648;51;106;whatsapp;compre dois e leve 3;2024-01-05;2;0.0
649;74;107;whatsapp;sem campanha;2024-01-22;1;0.0
650;94;108;site;sem campanha;2024-01-24;1;0.0
651;72;100;loja;24 horas pela metade do preço;2024-01-23;1;0.5
652;63;106;instagram;sem campanha;2024-01-09;1;0.0
653;27;104;loja;sem campanha;2024-01-18;1;0.0
654;21;101;loja;24 horas pela metade do preço;2024-01-08;1;0.5
655;68;106;site;24 horas pela metade do preço;2024-01-19;1;0.5
656;5;104;whatsapp;compre dois e leve 3;2024-01-23;2;0.0
657;71;105;site;sem campanha;2024-01-22;1;0.0
658;76;108;instagram;sem campanha;2024-01-17;1;0.0
659;50;104;site;compre dois e leve 3;2024-01-11;2;0.0
660;45;102;instagram;compre dois e leve 3;2024-01-08;2;0.0
661;13;102;whatsapp;24 horas pela metade do preço;2024-01-27;1;0.5
662;99;107;whatsapp;sem campanha;2024-01-03;1;0.0
663;82;108;site;24 horas pela metade do preço;2024-01-12;1;0.5
664;74;107;instagram;compre dois e leve 3;2024-01-07;2;0.0
665;4;100;loja;compre dois e leve 3;2024-01-27;2;0.0
666;84;108;instagram;24 horas pela metade do preço;2024-01-08;1;0.5
667;51;104;instagram;sem campanha;2024-01-12;1;0.0
668;2;105;loja;sem campanha;2024-01-22;1;0.0
669;73;106;instagram;compre dois e leve 3;2024-01-15;2;0.0
670;56;108;instagram;sem campanha;2024-01-17;1;0.0
671;35;102;loja;sem campanha;2024-01-08;1;0.0
672;83;102;instagram;sem campanha;2024-01-17;1;0.0
673;22;107;site;compre dois e leve 3;2024-01-27;2;0.0
674;56;107;site;compre dois e leve 3;2024-01-07;2;0.0
675;67;108;instagram;24 horas pela metade do preço;2024-01-20;1;0.5
676;86;105;whatsapp;sem campanha;2024-01-19;1;0.0
677;51;103;whatsapp;sem campanha;2024-01-01;1;0.0
678;80;103;loja;compre dois e leve 3;2024-01-27;2;0.0
679;44;100;whatsapp;sem campanha;2024-01-15;1;0.0
680;75;107;whatsapp;sem campanha;2024-01-03;1;0.0
681;5;106;whatsapp;compre dois e leve 3;2024-01-22;2;0.0
682;97;103;loja;sem campanha;2024-01-22;1;0.0
683;45;102;loja;sem campanha;2024-01-13;1;0.0
684;74;105;whatsapp;sem campanha;2024-01-03;1;0.0
685;33;107;loja;sem campanha;2024-01-27;1;0.0
686;12;107;instagram;compre dois e leve 3;2024-01-16;2;0.0
687;15;106;site;sem campanha;2024-01-27;1;0.0
688;44;108;whatsapp;sem campanha;2024-01-15;1;0.0
689;90;103;loja;24 horas pela metade do preço;2024-01-21;1;0.5
690;90;107;whatsapp;compre dois e leve 3;2024-01-03;2;0.0
691;27;105;site;sem campanha;2024-01-19;1;0.0
692;9;101;loja;24 horas pela metade do preço;2024-01-03;1;0.5
693;80;104;loja;sem campanha;2024-01-26;1;0.0
694;90;108;whatsapp;sem campanha;2024-01-07;1;0.0
695;95;107;whatsapp;sem campanha;2024-01-01;1;0.0
696;79;100;instagram;compre dois e leve 3;2024-01-05;2;0.0
697;9;100;whatsapp;compre dois e leve 3;2024-01-18;2;0.0
698;47;100;instagram;compre dois e leve 3;2024-01-17;2;0.0
699;85;107;loja;sem campanha;2024-01-13;1;0.0
700;30;108;instagram;sem campanha;2024-01-26;1;0.0
701;6;100;loja;compre dois e leve 3;2024-01-09;2;0.0
702;65;102;loja;compre dois e leve 3;2024-01-14;2;0.0
703;12;102;loja;24 horas pela metade do preço;2024-01-14;1;0.5
704;81;105;instagram;sem campanha;2024-01-09;1;0.0
705;19;106;site;sem campanha;2024-01-01;1;0.0
706;70;100;whatsapp;sem campanha;2024-01-11;1;0.0
707;55;105;whatsapp;24 horas pela metade do preço;2024-01-25;1;0.5
708;34;105;instagram;sem campanha;2024-01-10;1;0.0
709;14;104;loja;compre dois e leve 3;2024-01-02;2;0.0
710;2;108;loja;sem campanha;2024-01-01;1;0.0
711;54;106;site;sem campanha;2024-01-03;1;0.0
712;26;105;site;compre dois e leve 3;2024-01-26;2;0.0
713;46;102;instagram;24 horas pela metade do preço;2024-01-15;1;0.5
714;7;107;loja;sem campanha;2024-01-24;1;0.0
715;3;101;whatsapp;sem campanha;2024-01-12;1;0.0
716;56;106;loja;sem campanha;2024-01-07;1;0.0
717;22;100;instagram;sem campanha;2024-01-16;1;0.0
718;55;108;site;sem campanha;2024-01-05;1;0.0
719;79;100;loja;sem campanha;2024-01-22;1;0.0
720;18;105;instagram;sem campanha;2024-01-16;1;0.0
721;84;107;loja;sem campanha;2024-01-20;1;0.0
722;96;107;instagram;sem campanha;2024-01-19;1;0.0
723;86;101;instagram;sem campanha;2024-01-21;1;0.0
724;70;104;loja;compre dois e leve 3;2024-01-17;2;0.0
725;23;101;loja;compre dois e leve 3;2024-01-09;2;0.0
726;53;101;instagram;24 horas pela metade do preço;2024-01-07;1;0.5
727;34;108;site;sem campanha;2024-01-23;1;0.0
728;39;108;site;compre dois e leve 3;2024-01-22;2;0.0
729;43;101;site;sem campanha;2024-01-06;1;0.0
730;23;106;whatsapp;24 horas pela metade do preço;2024-01-20;1;0.5
731;63;106;loja;24 horas pela metade do preço;2024-01-13;1;0.5
732;77;101;instagram;sem campanha;2024-01-19;1;0.0
733;33;103;whatsapp;24 horas pela metade do preço;2024-01-15;1;0.5
734;22;102;instagram;24 horas pela metade do preço;2024-01-09;1;0.5
735;60;105;loja;compre dois e leve 3;2024-01-25;2;0.0
736;39;103;instagram;compre dois e leve 3;2024-01-02;2;0.0
737;62;103;site;sem campanha;2024-01-09;1;0.0
738;76;107;whatsapp;compre dois e leve 3;2024-01-03;2;0.0
739;70;101;instagram;24 horas pela metade do preço;2024-01-24;1;0.5
740;73;103;whatsapp;compre dois e leve 3;2024-01-19;2;0.0
741;77;103;whatsapp;compre dois e leve 3;2024-01-17;2;0.0
742;85;105;loja;sem campanha;2024-01-11;1;0.0
743;54;103;site;sem campanha;2024-01-22;1;0.0
744;67;103;site;sem campanha;2024-01-02;1;0.0
745;2;104;instagram;sem campanha;2024-01-07;1;0.0
746;28;107;whatsapp;sem campanha;2024-01-14;1;0.0
747;41;102;site;sem campanha;2024-01-03;1;0.0
748;67;101;loja;24 horas pela metade do preço;2024-01-08;1;0.5
749;24;104;loja;24 horas pela metade do preço;2024-01-17;1;0.5
750;49;103;loja;sem campanha;2024-01-11;1;0.0
751;49;101;instagram;sem campanha;2024-01-13;1;0.0
752;1;106;site;sem campanha;2024-01-12;1;0.0
753;34;106;whatsapp;compre dois e leve 3;2024-01-08;2;0.0
754;22;101;instagram;24 horas pela metade do preço;2024-01-18;1;0.5
755;47;105;loja;sem campanha;2024-01-05;1;0.0
756;31;107;loja;sem campanha;2024-01-24;1;0.0
757;92;101;whatsapp;compre dois e leve 3;2024-01-05;2;0.0
758;69;107;site;24 horas pela metade do preço;2024-01-11;1;0.5
759;95;104;whatsapp;sem campanha;2024-01-08;1;0.0
760;93;104;instagram;24 horas pela metade do preço;2024-01-15;1;0.5
761;42;107;loja;sem campanha;2024-01-26;1;0.0
762;5;105;instagram;compre dois e leve 3;2024-01-26;2;0.0
763;5;105;site;sem campanha;2024-01-02;1;0.0
764;61;100;loja;sem campanha;2024-01-05;1;0.0
765;89;100;whatsapp;sem campanha;2024-01-21;1;0.0
766;36;102;whatsapp;compre dois e leve 3;2024-01-26;2;0.0
767;32;106;instagram;sem campanha;2024-01-24;1;0.0
768;38;102;whatsapp;sem campanha;2024-01-18;1;0.0
769;23;105;site;24 horas pela metade do preço;2024-01-20;1;0.5
770;50;102;instagram;24 horas pela metade do preço;2024-01-15;1;0.5
771;24;101;site;24 horas pela metade do preço;2024-01-04;1;0.5
772;48;104;loja;sem campanha;2024-01-22;1;0.0
773;9;108;instagram;24 horas pela metade do preço;2024-01-15;1;0.5
774;87;103;site;sem campanha;2024-01-01;1;0.0
775;81;106;instagram;24 horas pela metade do preço;2024-01-09;1;0.5
776;92;101;instagram;compre dois e leve 3;2024-01-25;2;0.0
777;47;108;site;compre dois e leve 3;2024-01-21;2;0.0
778;42;101;instagram;24 horas pela metade do preço;2024-01-22;1;0.5
779;67;101;site;compre dois e leve 3;2024-01-06;2;0.0
780;38;102;loja;sem campanha;2024-01-11;1;0.0
781;88;102;instagram;compre dois e leve 3;2024-01-13;2;0.0
782;61;108;site;24 horas pela metade do preço;2024-01-21;1;0.5
783;77;100;loja;sem campanha;2024-01-15;1;0.0
784;98;107;whatsapp;sem campanha;2024-01-27;1;0.0
785;48;107;site;compre dois e leve 3;2024-01-10;2;0.0
786;35;104;site;compre dois e leve 3;2024-01-24;2;0.0
787;63;106;whatsapp;24 horas pela metade do preço;2024-01-16;1;0.5
788;24;103;whatsapp;sem campanha;2024-01-21;1;0.0
789;31;104;loja;sem campanha;2024-01-15;1;0.0
790;70;103;instagram;compre dois e leve 3;2024-01-12;2;0.0
791;40;107;whatsapp;sem campanha;2024-01-20;1;0.0
792;57;101;instagram;sem campanha;2024-01-26;1;0.0
793;49;102;site;sem campanha;2024-01-26;1;0.0
794;19;101;instagram;compre dois e leve 3;2024-01-25;2;0.0
795;82;103;site;24 horas pela metade do preço;2024-01-15;1;0.5
796;70;102;loja;24 horas pela metade do preço;2024-01-06;1;0.5
797;24;107;loja;compre dois e leve 3;2024-01-25;2;0.0
798;48;103;site;24 horas pela metade do preço;2024-01-23;1;0.5
799;7;103;site;compre dois e leve 3;2024-01-06;2;0.0
800;19;102;whatsapp;sem campanha;2024-01-04;1;0.0
801;28;107;site;compre dois e leve 3;2024-01-08;2;0.0
802;66;108;instagram;compre dois e leve 3;2024-01-09;2;0.0
803;88;102;site;24 horas pela metade do preço;2024-01-27;1;0.5
804;29;101;instagram;24 horas pela metade do preço;2024-01-07;1;0.5
805;92;108;site;compre dois e leve 3;2024-01-05;2;0.0
806;61;107;loja;sem campanha;2024-01-14;1;0.0
807;71;107;whatsapp;24 horas pela metade do preço;2024-01-14;1;0.5
808;13;100;instagram;sem campanha;2024-01-04;1;0.0
809;51;108;whatsapp;24 horas pela metade do preço;2024-01-26;1;0.5
810;30;106;loja;sem campanha;2024-01-15;1;0.0
811;14;108;site;24 horas pela metade do preço;2024-01-01;1;0.5
812;40;108;instagram;24 horas pela metade do preço;2024-01-08;1;0.5
813;87;103;instagram;sem campanha;2024-01-10;1;0.0
814;3;107;loja;sem campanha;2024-01-12;1;0.0
815;84;108;loja;compre dois e leve 3;2024-01-06;2;0.0
816;4;100;instagram;24 horas pela metade do preço;2024-01-09;1;0.5
817;66;103;loja;sem campanha;2024-01-25;1;0.0
818;61;104;loja;24 horas pela metade do preço;2024-01-18;1;0.5
819;85;102;whatsapp;sem campanha;2024-01-03;1;0.0
820;48;106;instagram;compre dois e leve 3;2024-01-13;2;0.0
821;87;104;whatsapp;compre dois e leve 3;2024-01-09;2;0.0
822;30;106;whatsapp;compre dois e leve 3;2024-01-23;2;0.0
823;89;102;site;sem campanha;2024-01-22;1;0.0
824;48;105;loja;sem campanha;2024-01-24;1;0.0
825;74;105;loja;sem campanha;2024-01-21;1;0.0
826;93;100;loja;compre dois e leve 3;2024-01-03;2;0.0
827;14;108;loja;compre dois e leve 3;2024-01-25;2;0.0
828;83;106;instagram;compre dois e leve 3;2024-01-05;2;0.0
829;72;104;instagram;compre dois e leve 3;2024-01-20;2;0.0
830;26;104;whatsapp;compre dois e leve 3;2024-01-02;2;0.0
831;46;100;loja;sem campanha;2024-01-09;1;0.0
832;5;108;loja;compre dois e leve 3;2024-01-03;2;0.0
833;98;101;instagram;24 horas pela metade do preço;2024-01-21;1;0.5
834;71;106;loja;compre dois e leve 3;2024-01-11;2;0.0
835;49;106;site;sem campanha;2024-01-22;1;0.0
836;13;100;site;24 horas pela metade do preço;2024-01-23;1;0.5
837;63;103;loja;sem campanha;2024-01-03;1;0.0
838;39;104;loja;sem campanha;2024-01-08;1;0.0
839;10;106;whatsapp;24 horas pela metade do preço;2024-01-14;1;0.5
840;35;103;whatsapp;sem campanha;2024-01-02;1;0.0
841;13;106;whatsapp;compre dois e leve 3;2024-01-27;2;0.0
842;81;102;whatsapp;compre dois e leve 3;2024-01-24;2;0.0
843;5;103;instagram;24 horas pela metade do preço;2024-01-04;1;0.5
844;45;102;whatsapp;sem campanha;2024-01-17;1;0.0
845;35;101;instagram;sem campanha;2024-01-03;1;0.0
846;55;103;instagram;compre dois e leve 3;2024-01-18;2;0.0
847;9;106;site;compre dois e leve 3;2024-01-11;2;0.0
848;13;105;loja;sem campanha;2024-01-11;1;0.0
849;23;105;instagram;sem campanha;2024-01-08;1;0.0
850;58;104;loja;24 horas pela metade do preço;2024-01-27;1;0.5
851;90;107;site;sem campanha;2024-01-13;1;0.0
852;51;102;loja;sem campanha;2024-01-22;1;0.0
853;34;106;whatsapp;sem campanha;2024-01-20;1;0.0
854;87;107;instagram;24 horas pela metade do preço;2024-01-14;1;0.5
855;14;102;instagram;24 horas pela metade do preço;2024-01-21;1;0.5
856;18;106;site;sem campanha;2024-01-27;1;0.0
857;81;108;site;sem campanha;2024-01-20;1;0.0
858;9;107;site;sem campanha;2024-01-15;1;0.0
859;56;108;whatsapp;sem campanha;2024-01-25;1;0.0
860;73;101;whatsapp;compre dois e leve 3;2024-01-08;2;0.0
861;14;106;instagram;compre dois e leve 3;2024-01-05;2;0.0
862;70;105;loja;sem campanha;2024-01-05;1;0.0
863;86;105;instagram;sem campanha;2024-01-18;1;0.0
864;53;102;whatsapp;24 horas pela metade do preço;2024-01-05;1;0.5
865;72;101;instagram;compre dois e leve 3;2024-01-21;2;0.0
866;49;100;loja;24 horas pela metade do preço;2024-01-22;1;0.5
867;74;103;loja;sem campanha;2024-01-18;1;0.0
868;73;108;site;24 horas pela metade do preço;2024-01-19;1;0.5
869;7;101;loja;sem campanha;2024-01-04;1;0.0
870;25;106;whatsapp;sem campanha;2024-01-06;1;0.0
871;99;106;instagram;24 horas pela metade do preço;2024-01-06;1;0.5
872;19;107;loja;compre dois e leve 3;2024-01-18;2;0.0
873;65;100;loja;sem campanha;2024-01-18;1;0.0
874;73;105;instagram;sem campanha;2024-01-25;1;0.0
875;42;105;whatsapp;compre dois e leve 3;2024-01-17;2;0.0
876;67;108;whatsapp;sem campanha;2024-01-20;1;0.0
877;70;100;instagram;24 horas pela metade do preço;2024-01-01;1;0.5
878;93;102;whatsapp;compre dois e leve 3;2024-01-05;2;0.0
879;4;103;loja;24 horas pela metade do preço;2024-01-15;1;0.5
880;40;107;instagram;compre dois e leve 3;2024-01-06;2;0.0
881;72;107;instagram;compre dois e leve 3;2024-01-26;2;0.0
882;85;103;site;sem campanha;2024-01-26;1;0.0
883;46;106;site;24 horas pela metade do preço;2024-01-25;1;0.5
884;67;107;loja;24 horas pela metade do preço;2024-01-23;1;0.5
885;75;105;instagram;sem campanha;2024-01-09;1;0.0
886;28;105;whatsapp;24 horas pela metade do preço;2024-01-17;1;0.5
887;93;105;site;sem campanha;2024-01-14;1;0.0
